Fecha,Edad,Cantidad
2021-05-15,20 años,120
2021-05-15,21 años,63
2021-05-15,22 años,42
2021-05-15,23 años,56
2021-05-15,24 años,47
2021-05-15,25 años,74
2021-05-15,26 años,75
2021-05-15,27 años,107
2021-05-15,28 años,99
2021-05-15,29 años,98
2021-05-15,30 años,103
2021-05-15,31 años,188
2021-05-15,32 años,172
2021-05-15,33 años,190
2021-05-15,34 años,198
2021-05-15,35 años,186
2021-05-15,36 años,410
2021-05-15,37 años,396
2021-05-15,38 años,413
2021-05-15,39 años,405
2021-05-15,40 años,409
2021-05-15,41 años,413
2021-05-15,42 años,456
2021-05-15,43 años,473
2021-05-15,44 años,473
2021-05-15,45 años,529
2021-05-15,46 años,1328
2021-05-15,47 años,1352
2021-05-15,48 años,1283
2021-05-15,49 años,1340
2021-05-15,50 años,829
2021-05-15,51 años,930
2021-05-15,52 años,773
2021-05-15,53 años,777
2021-05-15,54 años,741
2021-05-15,55 años,606
2021-05-15,56 años,574
2021-05-15,57 años,561
2021-05-15,58 años,581
2021-05-15,59 años,549
2021-05-15,60 años,636
2021-05-15,61 años,245
2021-05-15,62 años,186
2021-05-15,63 años,191
2021-05-15,64 años,176
2021-05-15,65 años,169
2021-05-15,66 años,189
2021-05-15,67 años,199
2021-05-15,68 años,185
2021-05-15,69 años,195
2021-05-15,70 años,163
2021-05-15,71 años,24
2021-05-15,72 años,30
2021-05-15,73 años,25
2021-05-15,74 años,28
2021-05-15,75 años,21
2021-05-15,76 años,21
2021-05-15,77 años,14
2021-05-15,78 años,17
2021-05-15,79 años,8
2021-05-15,80 años,2
2021-05-15,81 años,3
2021-05-15,82 años,1
2021-05-15,83 años,2
2021-05-15,84 años,2
2021-05-15,86 años,2
2021-05-15,88 años,1
2021-05-15,90 años,2
2021-05-15,91 años,1
2021-05-15,92 años,1
2021-05-15,94 años,1
2021-05-15,98 años,1
2021-05-15,No Definido,1
2021-05-16,29 años,1
2021-05-16,33 años,1
2021-05-16,42 años,1
2021-05-16,46 años,25
2021-05-16,47 años,22
2021-05-16,48 años,16
2021-05-16,49 años,20
2021-05-16,50 años,23
2021-05-16,51 años,2
2021-05-16,62 años,1
2021-05-16,63 años,1
2021-05-17,13 años,1
2021-05-17,16 años,1
2021-05-17,17 años,2
2021-05-17,18 años,46
2021-05-17,19 años,60
2021-05-17,20 años,81
2021-05-17,21 años,86
2021-05-17,22 años,102
2021-05-17,23 años,78
2021-05-17,24 años,84
2021-05-17,25 años,113
2021-05-17,26 años,138
2021-05-17,27 años,165
2021-05-17,28 años,171
2021-05-17,29 años,176
2021-05-17,30 años,195
2021-05-17,31 años,618
2021-05-17,32 años,611
2021-05-17,33 años,580
2021-05-17,34 años,589
2021-05-17,35 años,609
2021-05-17,36 años,855
2021-05-17,37 años,837
2021-05-17,38 años,836
2021-05-17,39 años,866
2021-05-17,40 años,835
2021-05-17,41 años,1878
2021-05-17,42 años,1805
2021-05-17,43 años,1892
2021-05-17,44 años,1904
2021-05-17,45 años,1890
2021-05-17,46 años,4570
2021-05-17,47 años,4404
2021-05-17,48 años,4306
2021-05-17,49 años,4397
2021-05-17,50 años,2671
2021-05-17,51 años,1388
2021-05-17,52 años,1255
2021-05-17,53 años,1217
2021-05-17,54 años,1128
2021-05-17,55 años,933
2021-05-17,56 años,882
2021-05-17,57 años,837
2021-05-17,58 años,924
2021-05-17,59 años,858
2021-05-17,60 años,916
2021-05-17,61 años,483
2021-05-17,62 años,469
2021-05-17,63 años,462
2021-05-17,64 años,398
2021-05-17,65 años,420
2021-05-17,66 años,278
2021-05-17,67 años,205
2021-05-17,68 años,226
2021-05-17,69 años,200
2021-05-17,70 años,161
2021-05-17,71 años,48
2021-05-17,72 años,37
2021-05-17,73 años,45
2021-05-17,74 años,30
2021-05-17,75 años,41
2021-05-17,76 años,38
2021-05-17,77 años,24
2021-05-17,78 años,21
2021-05-17,79 años,27
2021-05-17,80 años,20
2021-05-17,81 años,19
2021-05-17,82 años,24
2021-05-17,83 años,16
2021-05-17,84 años,11
2021-05-17,85 años,14
2021-05-17,86 años,8
2021-05-17,87 años,13
2021-05-17,88 años,16
2021-05-17,89 años,10
2021-05-17,90 años,8
2021-05-17,91 años,9
2021-05-17,92 años,8
2021-05-17,93 años,4
2021-05-17,94 años,8
2021-05-17,No Definido,3
2021-05-18,> 21 meses y <= 2 años,1
2021-05-18,6 años,1
2021-05-18,10 años,1
2021-05-18,13 años,1
2021-05-18,17 años,1
2021-05-18,18 años,63
2021-05-18,19 años,88
2021-05-18,20 años,99
2021-05-18,21 años,109
2021-05-18,22 años,118
2021-05-18,23 años,129
2021-05-18,24 años,119
2021-05-18,25 años,132
2021-05-18,26 años,145
2021-05-18,27 años,161
2021-05-18,28 años,153
2021-05-18,29 años,166
2021-05-18,30 años,171
2021-05-18,31 años,597
2021-05-18,32 años,638
2021-05-18,33 años,583
2021-05-18,34 años,651
2021-05-18,35 años,694
2021-05-18,36 años,1386
2021-05-18,37 años,1502
2021-05-18,38 años,1479
2021-05-18,39 años,1430
2021-05-18,40 años,1505
2021-05-18,41 años,3487
2021-05-18,42 años,3739
2021-05-18,43 años,3930
2021-05-18,44 años,3739
2021-05-18,45 años,3807
2021-05-18,46 años,2461
2021-05-18,47 años,2197
2021-05-18,48 años,2117
2021-05-18,49 años,2229
2021-05-18,50 años,1681
2021-05-18,51 años,510
2021-05-18,52 años,483
2021-05-18,53 años,441
2021-05-18,54 años,439
2021-05-18,55 años,388
2021-05-18,56 años,431
2021-05-18,57 años,463
2021-05-18,58 años,473
2021-05-18,59 años,448
2021-05-18,60 años,533
2021-05-18,61 años,362
2021-05-18,62 años,360
2021-05-18,63 años,343
2021-05-18,64 años,329
2021-05-18,65 años,351
2021-05-18,66 años,293
2021-05-18,67 años,273
2021-05-18,68 años,214
2021-05-18,69 años,220
2021-05-18,70 años,173
2021-05-18,71 años,122
2021-05-18,72 años,111
2021-05-18,73 años,86
2021-05-18,74 años,81
2021-05-18,75 años,89
2021-05-18,76 años,93
2021-05-18,77 años,72
2021-05-18,78 años,77
2021-05-18,79 años,46
2021-05-18,80 años,135
2021-05-18,81 años,113
2021-05-18,82 años,142
2021-05-18,83 años,113
2021-05-18,84 años,105
2021-05-18,85 años,88
2021-05-18,86 años,94
2021-05-18,87 años,85
2021-05-18,88 años,69
2021-05-18,89 años,61
2021-05-18,90 años,69
2021-05-18,91 años,63
2021-05-18,92 años,30
2021-05-18,93 años,47
2021-05-18,94 años,25
2021-05-18,95 años,12
2021-05-18,96 años,14
2021-05-18,97 años,12
2021-05-18,98 años,18
2021-05-18,99 años,7
2021-05-18,107 años,5
2021-05-18,No Definido,9
2021-05-19,3 años,1
2021-05-19,17 años,1
2021-05-19,18 años,23
2021-05-19,19 años,37
2021-05-19,20 años,67
2021-05-19,21 años,62
2021-05-19,22 años,69
2021-05-19,23 años,66
2021-05-19,24 años,70
2021-05-19,25 años,73
2021-05-19,26 años,94
2021-05-19,27 años,87
2021-05-19,28 años,71
2021-05-19,29 años,81
2021-05-19,30 años,89
2021-05-19,31 años,751
2021-05-19,32 años,865
2021-05-19,33 años,826
2021-05-19,34 años,855
2021-05-19,35 años,788
2021-05-19,36 años,1315
2021-05-19,37 años,1388
2021-05-19,38 años,1386
2021-05-19,39 años,1388
2021-05-19,40 años,1398
2021-05-19,41 años,3657
2021-05-19,42 años,3730
2021-05-19,43 años,3883
2021-05-19,44 años,3899
2021-05-19,45 años,3972
2021-05-19,46 años,1662
2021-05-19,47 años,1454
2021-05-19,48 años,1348
2021-05-19,49 años,1392
2021-05-19,50 años,1096
2021-05-19,51 años,399
2021-05-19,52 años,382
2021-05-19,53 años,356
2021-05-19,54 años,303
2021-05-19,55 años,228
2021-05-19,56 años,280
2021-05-19,57 años,256
2021-05-19,58 años,284
2021-05-19,59 años,226
2021-05-19,60 años,284
2021-05-19,61 años,238
2021-05-19,62 años,231
2021-05-19,63 años,222
2021-05-19,64 años,219
2021-05-19,65 años,217
2021-05-19,66 años,230
2021-05-19,67 años,191
2021-05-19,68 años,175
2021-05-19,69 años,160
2021-05-19,70 años,165
2021-05-19,71 años,58
2021-05-19,72 años,44
2021-05-19,73 años,40
2021-05-19,74 años,41
2021-05-19,75 años,37
2021-05-19,76 años,32
2021-05-19,77 años,40
2021-05-19,78 años,19
2021-05-19,79 años,26
2021-05-19,80 años,11
2021-05-19,81 años,9
2021-05-19,82 años,5
2021-05-19,83 años,12
2021-05-19,84 años,16
2021-05-19,85 años,15
2021-05-19,86 años,13
2021-05-19,87 años,13
2021-05-19,88 años,7
2021-05-19,89 años,13
2021-05-19,90 años,5
2021-05-19,91 años,9
2021-05-19,92 años,6
2021-05-19,93 años,6
2021-05-19,94 años,2
2021-05-19,95 años,5
2021-05-19,97 años,3
2021-05-19,98 años,1
2021-05-19,99 años,2
2021-05-19,107 años,1
2021-05-19,No Definido,2
2021-05-20,17 años,1
2021-05-20,18 años,69
2021-05-20,19 años,234
2021-05-20,20 años,343
2021-05-20,21 años,399
2021-05-20,22 años,416
2021-05-20,23 años,469
2021-05-20,24 años,473
2021-05-20,25 años,460
2021-05-20,26 años,485
2021-05-20,27 años,465
2021-05-20,28 años,401
2021-05-20,29 años,444
2021-05-20,30 años,452
2021-05-20,31 años,999
2021-05-20,32 años,965
2021-05-20,33 años,1011
2021-05-20,34 años,958
2021-05-20,35 años,959
2021-05-20,36 años,1119
2021-05-20,37 años,1053
2021-05-20,38 años,1084
2021-05-20,39 años,1056
2021-05-20,40 años,1031
2021-05-20,41 años,2587
2021-05-20,42 años,2793
2021-05-20,43 años,2888
2021-05-20,44 años,2880
2021-05-20,45 años,2789
2021-05-20,46 años,1488
2021-05-20,47 años,1279
2021-05-20,48 años,1257
2021-05-20,49 años,1256
2021-05-20,50 años,1009
2021-05-20,51 años,330
2021-05-20,52 años,290
2021-05-20,53 años,310
2021-05-20,54 años,276
2021-05-20,55 años,244
2021-05-20,56 años,212
2021-05-20,57 años,188
2021-05-20,58 años,199
2021-05-20,59 años,216
2021-05-20,60 años,222
2021-05-20,61 años,191
2021-05-20,62 años,193
2021-05-20,63 años,195
2021-05-20,64 años,164
2021-05-20,65 años,206
2021-05-20,66 años,157
2021-05-20,67 años,153
2021-05-20,68 años,131
2021-05-20,69 años,147
2021-05-20,70 años,138
2021-05-20,71 años,47
2021-05-20,72 años,22
2021-05-20,73 años,20
2021-05-20,74 años,17
2021-05-20,75 años,17
2021-05-20,76 años,21
2021-05-20,77 años,25
2021-05-20,78 años,21
2021-05-20,79 años,13
2021-05-20,80 años,16
2021-05-20,81 años,15
2021-05-20,82 años,8
2021-05-20,83 años,10
2021-05-20,84 años,18
2021-05-20,85 años,15
2021-05-20,86 años,7
2021-05-20,87 años,13
2021-05-20,88 años,14
2021-05-20,89 años,13
2021-05-20,90 años,12
2021-05-20,91 años,6
2021-05-20,92 años,7
2021-05-20,93 años,8
2021-05-20,94 años,7
2021-05-20,95 años,4
2021-05-20,96 años,8
2021-05-20,97 años,4
2021-05-20,98 años,4
2021-05-20,99 años,3
2021-05-20,107 años,1
2021-05-20,No Definido,4
